Official Symbol Interactor A	Official Symbol Interactor B
TRAF6	UBC
CALM1	TGM2
DYNLT1	BAG3
DYNLT1	SOD1
DYNLT1	SOD1
DYNLT1	BAG3
CUL1	MDM2
MDM2	CUL1
BTRC	MDM2
FBXW11	MDM2
MDM2	BTRC
MDM2	BTRC
MDM2	CSNK1D
CSNK1D	MDM2
THRA	MED21
THRA	CDK7
THRA	MED21
THRB	MED21
RNF5	TMEM173
TMEM173	UBC
IRF7	UBC
XIAP	AIFM1
AIFM1	UBC
LMNB1	POU2F1
CDK11B	POU2F1
POU2F1	CDK11B
POU2F1	UBC
SPG20	UBC
SPG20	ITCH
ITCH	UBC
PLIN2	UBC
SMURF2	KLF5
KLF5	SMURF2
KLF5	UBC
TGM2	UBC
PRKCQ	CHUK
PRKCQ	IKBKB
PRKCQ	MAP3K7
PRKCQ	FYB
PRKCQ	CARD11
FBXW8	CUL1
FBXW8	CUL7
MAP3K7	PRKCQ
MAP3K7	FYB
MAP3K7	CARD11
FYB	BCL10
FYB	CARD11
FYB	MAP3K7
PRKCQ	BCL10
FBXW8	FBXW8
FBXW8	HSPA4
FBXW8	HSP90AA1
IKBKG	UBC
FBXW8	BTRC
FBXW8	FBXW2
FBXW8	SKP2
FBXW8	FBXO4
UBE2M	CUL7
MDM2	RFWD2
RFWD2	MDM2
MDM2	RCHY1
RCHY1	MDM2
MDM4	RFWD2
RFWD2	MDM4
MDM4	RCHY1
RCHY1	MDM4
RFWD2	RCHY1
RCHY1	RFWD2
MDM2	UBC
MDM4	UBC
WWP2	SMAD2
WWP2	SMAD3
WWP2	SMAD7
SMAD2	WWP2
SMAD3	WWP2
SMAD7	WWP2
UBC	SMAD2
UBC	SMAD3
UBC	SMAD7
WWP2	SMAD7
WWP2	SMAD3
PIAS2	UBC
EGFR	UBC
HUWE1	PIAS2
PIAS2	HUWE1
PIAS2	UBC
RFWD2	YWHAZ
RFWD2	YWHAZ
YWHAZ	RFWD2
YWHAZ	RFWD2
RFWD2	UBC
SLC4A1AP	UBC
UBC	MYC
UBC	CCNE1
FBXW7	SKP1
FBXW7	FBXW7
UBC	NANOG
ITGA5	UBC
ITGB1	ITGA5
ITGA5	FN1
ITGA5	ITGB1
CDC14A	POLR2A
CHMP5	ISG15
VPS4A	VTA1
EGFR	CAV1
EGFR	UBC
DAXX	UBC
UBC	DAXX
GSK3B	BCL3
BCL3	GSK3B
HDAC1	BCL3
HDAC3	BCL3
HDAC6	BCL3
BCL3	HDAC1
TRIM40	CHUK
CHUK	TRIM40
IKBKB	TRIM40
TRIM40	IKBKB
TRIM40	IKBKG
IKBKG	TRIM40
NEDD8	CHUK
NEDD8	IKBKB
NEDD8	IKBKG
TRIM40	NEDD8
UBE2G2	AUP1
UBC	MDM4
MDM2	MDM4
MDM2	CDKN2A
SOCS3	ACADVL
SOCS3	ACADVL
NOS2	UBC
NOS2	UCHL5
ARAP1	SH3KBP1
ARAP1	INPP5D
ARAP1	KCTD12
ARAP1	PSD3
ARAP1	TP53BP1
ARAP1	TES
ARAP1	WAPAL
ARAP1	SH3KBP1
UBD	UBC
SH3KBP1	ARAP1
SH3KBP1	ARAP1
UBD	PSMC3
UBD	PSMA6
EGFR	UBC
SOCS2	PTK2B
SOCS2	RYBP
SOCS2	PTK2B
PTK2B	SOCS2
PTK2B	UBC
CALM1	CASP8AP2
CALM1	FBXO9
CALM1	KDM5C
CALM1	OPALIN
CALM1	SRSF5
CALM1	DST
CALM1	OPTN
CALM1	RPS8
CALM1	RPS4Y1
CALM1	CDC37L1
CALM1	GNAS
CALM1	PDCD7
CALM1	DCUN1D1
CALM1	RDX
CALM1	GTF2I
CALM1	UCHL5
CALM1	RAD23B
CALM1	CDC5L
CALM1	KIF1B
CALM1	STX8
CALM1	DDAH1
CALM1	AKAP6
CALM1	PAM
CALM1	SRP14
CALM1	SCAPER
CALM1	DOCK3
CALM1	HERC2
CALM1	EIF3C
CALM1	SF3B1
CALM1	STAG1
CALM1	PSMD12
CALM1	DNAJC13
CALM1	MATR3
CALM1	XRCC4
CALM1	FKBP3
CALM1	SYNE2
CALM1	SNX6
CALM1	TPT1
CALM1	ARMC1
CALM1	DDX21
CALM1	RANBP2
CALM1	NBR1
CALM1	NEXN
CALM1	MORF4L1
CALM1	NT5C2
CALM1	LMO7
CALM1	FAM178A
CALM1	LY96
CALM1	SNRPB2
CALM1	MBIP
CALM1	MYBPC1
CALM1	POLR2B
CALM1	CKMT1B
CALM1	ATRX
CALM1	PPIL2
CALM1	ACADM
CALM1	AKT1
CALM1	LUC7L
CALM1	HUWE1
CALM1	NEB
CALM1	SLTM
CALM1	ITGA6
CALM1	LACTB
CALM1	YBX1
CALM1	DOCK11
CALM1	CCDC14
CALM1	DDX5
CALM1	S100B
CALM1	RPS15A
CALM1	PSMD2
CALM1	TRDN
CALM1	SET
CALM1	CLIP1
CALM1	USP16
CALM1	RPL22
CALM1	RPS14
CALM1	STIM2
CALM1	PRDX1
CALM1	IMMT
CALM1	KIAA0020
CALM1	NOL7
CALM1	PHACTR4
CALM1	CLINT1
CALM1	MYCBP2
CALM1	ZBTB24
CALM1	DMXL1
CALM1	RPL13A
CALM1	SQSTM1
CALM1	BRWD1
CALM1	METAP2
CALM1	SCLT1
CALM1	AKT1
CALM1	CDC5L
PITPNC1	UBC
FAM175B	BRCC3
FAM175B	BRE
FAM175B	C19orf62
FAM175A	BRCC3
FAM175A	BRE
FAM175A	C19orf62
FAM175A	UIMC1
FAM175A	BRCA1
C19orf62	UIMC1
C19orf62	BRE
C19orf62	BRCC3
C19orf62	FAM175B
C19orf62	FAM175A
C19orf62	BRE
BRE	UIMC1
BRE	FAM175A
BRE	FAM175B
BRE	BRCC3
BRE	C19orf62
BRCC3	UIMC1
BRCC3	FAM175A
BRCC3	FAM175B
BRCC3	BRE
BRCC3	BRCC3
BRCC3	C19orf62
ATXN3	RAD23B
ATXN3	VCP
CHFR	HLTF
CHFR	HLTF
CHFR	HLTF
UBC	LDB1
RLIM	LDB1
STUB1	MAPT
MAPT	STUB1
PLEKHO1	SMURF1
SMURF1	SMAD5
SMURF2	SMAD5
MDM2	SMURF1
MDM2	SMURF1
MDM2	TP53
SMURF1	MDM2
SMURF1	TP53
MDM2	MDM2
MDM4	MDM2
MDM2	MDM2
MDM4	UBC
MDM2	MDM4
AURKB	UBC
BIRC5	UBC
SRGAP1	RHOA
RHOA	SRGAP1
FAM125A	TSG101
FAM125A	VPS37A
FAM125B	TSG101
FAM125B	VPS37A
FAM125A	CD2AP
FAM125A	SH3KBP1
FAM125B	UBC
UBC	TSG101
UBC	CCDC50
UBC	FAM125A
FAM125A	FAM125B
FAM125B	FAM125A
INSIG1	INSIG1
YWHAB	RFWD2
INSIG1	INSIG2
RFWD2	YWHAB
RFWD2	UBC
RFWD2	RFWD2
TP53	UBC
YWHAG	MDM4
MDM4	CDKN1A
CDKN1A	MDM4
MDM4	YWHAG
PPP2CA	PRKAA1
ESR1	TUBB1
ESR1	HSPA4
ESR1	TUBB1
ESR1	TUBA1A
ESR1	HSPA4
NOTCH4	UBC
UBC	NOTCH4
TP53	NOTCH4
MDM2	NOTCH4
TP53	UTP14A
UTP14A	TP53
TP53	UTP14A
TP53	UBC
RAB4A	HACE1
CASP8	RIPK1
TNFRSF1A	RIPK1
CASP8	FADD
CASP8	CFLAR
RIPK1	FADD
RIPK1	CASP8
NFE2L1	UBC
NFE2L1	FBXW7
SQSTM1	KEAP1
SQSTM1	KEAP1
BNIP1	RNF185
RNF185	BNIP1
RNF185	UBC
BNIP1	UBC
BNIP1	SQSTM1
DKC1	SHQ1
DKC1	TERC
MDM2	CSNK1A1
TP53	CSNK1A1
E2F1	CSNK1A1
TNFRSF10A	CFLAR
TNFRSF10B	CFLAR
TNFRSF10A	CASP8
TNFRSF10B	CASP8
TNFRSF10A	CASP8
TNFRSF10B	CASP8
CFLAR	CASP8
BCR	UBC
BCR	STUB1
BCR	CBL
PARK7	BCL2L1
PARK7	BAX
BCL2L1	PARK7
BCL2L1	PARK7
BCL2L1	BAX
BCL2L1	BAX
BCL2L1	UBC
MC1R	MGRN1
MC2R	MGRN1
BAG1	CBL
MGRN1	MRAP
BAG1	CBL
ABL1	BAG1
CBL	BAG1
BAG1	HSPA8
MC2R	MRAP
MC2R	UBC
USP9X	MCL1
MCL1	UBC
HSPA8	BCR
HSPA8	ABL1
HSPA8	BCR
HSPA8	ABL1
HSP90AA1	BCR
HSP90AA1	ABL1
STUB1	BAG1
MAVS	TRAF5
MAVS	TRAF5
TRAF5	UBC
TRAF3	UBC
MAVS	IKBKG
CRBN	DDB1
CRBN	CUL4A
CRBN	RBX1
CRBN	UBC
CDK5RAP3	CDH4
CDK5RAP3	DDRGK1
CDK5RAP3	HSPA4
CDK5RAP3	CDH4
CDK5RAP3	DDRGK1
CDK5RAP3	CDH4
CDK5RAP3	UBC
DDRGK1	UBC
HLA-DRA	PKM2
HLA-DRB1	PKM2
HLA-DRB3	PKM2
HLA-DRB4	PKM2
HLA-DRB5	PKM2
HLA-DRA	HSP90AA1
HLA-DRB1	HSP90AA1
HLA-DRB3	HSP90AA1
HLA-DRB4	HSP90AA1
HLA-DRB5	HSP90AA1
HLA-DRA	HSPA8
HLA-DRB1	HSPA8
HLA-DRB3	HSPA8
HLA-DRB4	HSPA8
HLA-DRB5	HSPA8
HLA-DRA	ANXA11
HLA-DRB1	ANXA11
HLA-DRB3	ANXA11
HLA-DRB4	ANXA11
HLA-DRB5	ANXA11
HLA-DRA	HSP90AB1
HLA-DRB1	HSP90AB1
HLA-DRB3	HSP90AB1
HLA-DRB4	HSP90AB1
HLA-DRB5	HSP90AB1
HLA-DRA	ATP1B1
HLA-DRB1	ATP1B1
HLA-DRB3	ATP1B1
HLA-DRB4	ATP1B1
HLA-DRB5	ATP1B1
HLA-DRA	YWHAE
HLA-DRB1	YWHAE
HLA-DRB3	YWHAE
HLA-DRB4	YWHAE
HLA-DRB5	YWHAE
HLA-DRA	MS4A1
HLA-DRB1	MS4A1
HLA-DRB3	MS4A1
HLA-DRB4	MS4A1
HLA-DRB5	MS4A1
SH3KBP1	CBL
SH3KBP1	UBC
KEAP1	SQSTM1
SQSTM1	KEAP1
SQSTM1	KEAP1
KEAP1	SQSTM1
SQSTM1	NFE2L2
KEAP1	NFE2L2
SQSTM1	KEAP1
KEAP1	CUL3
SQSTM1	CUL3
KEAP1	UBC
NFE2L2	UBC
KEAP1	NFE2L2
KEAP1	SQSTM1
KEAP1	CUL3
KEAP1	RBX1
CDC5L	KIF3C
CDC5L	MYT1L
CDC5L	SPTBN1
CDC5L	YWHAQ
CDC5L	KDM1A
CDC5L	HOOK1
CDC5L	MACF1
CDC5L	PDE4DIP
CDC5L	KALRN
CDC5L	TRAK1
CDC5L	SH3BP5
CDC5L	EXOC1
CDC5L	WWC1
CDC5L	TRIO
CDC5L	DST
CDC5L	KIAA0240
CDC5L	ZNF451
CDC5L	SYNE1
CDC5L	AKAP9
CDC5L	CCDC136
CDC5L	YWHAZ
CDC5L	C10orf78
CDC5L	KIF5B
CDC5L	DIXDC1
CDC5L	PPFIA2
CDC5L	AKAP6
CDC5L	PPP1R13B
CDC5L	KIAA0182
CDC5L	EXOC7
CDC5L	KIAA1267
DISC1	MEMO1
DISC1	DCTN1
DISC1	FBXO41
DISC1	IMMT
DISC1	CCDC88A
DISC1	KIF3C
DISC1	MYT1L
DISC1	SPTBN1
DISC1	TRAF3IP1
DISC1	YWHAQ
DISC1	GNB1
DISC1	CEP170
DISC1	KIFAP3
DISC1	MACF1
DISC1	CCDC24
DISC1	PDE4B
DISC1	SRGAP2
DISC1	ARIH2
DISC1	Cep63
DISC1	KALRN
DISC1	SH3BP5
DISC1	SRGAP3
DISC1	TNIK
DISC1	ZFYVE20
DISC1	ZNF197
DISC1	FRYL
DISC1	EXOC1
DISC1	SPARCL1
DISC1	STX18
DISC1	DPYSL3
DISC1	KIF3A
DISC1	MATR3
DISC1	TRIO
DISC1	C6orf182
DISC1	CDC5L
DISC1	DST
DISC1	SYNE1
DISC1	TIAM2
DISC1	TUBB
DISC1	TUBB2A
DISC1	UTRN
DISC1	AKAP9
DISC1	CCDC136
DISC1	EXOC4
DISC1	CLU
DISC1	DPYSL2
DISC1	EIF3H
DISC1	SYBU
DISC1	NEFM
DISC1	RAD21
DISC1	TNKS
DISC1	YWHAZ
DISC1	AGTPBP1
DISC1	OLFM1
DISC1	RABGAP1
DISC1	SMC2
DISC1	SPTAN1
DISC1	SMC3
DISC1	MLLT10
DISC1	XPNPEP1
DISC1	ZNF365
DISC1	DMD
DISC1	GPRASP2
DISC1	PGK1
DISC1	NUP160
DISC1	BICD1
DISC1	DCTN2
DISC1	GNPTAB
DISC1	AKAP6
DISC1	C14orf135
DISC1	C14orf166
DISC1	DYNC1H1
DISC1	SNX6
DISC1	HERC2P2
DISC1	ROGDI
DISC1	ACTG1
DISC1	CDK5RAP3
DISC1	DNAJC7
DISC1	EXOC7
DISC1	IFT20
DISC1	KIAA1267
DISC1	NDEL1
DISC1	PAFAH1B1
DISC1	PPM1E
DISC1	SMARCE1
DISC1	YWHAE
DISC1	PPP4R1
DISC1	EEF2
DISC1	PPP5C
DISC1	XRN2
DISC1	MPPED1
DISC1	TFIP11
DTNBP1	NBEA
DTNBP1	IPO5
DTNBP1	AKAP6
DTNBP1	BRF1
DTNBP1	TRIM9
DTNBP1	RAB11A
DTNBP1	EXOC7
DTNBP1	PSME3
DTNBP1	ZNF490
DTNBP1	DST
DTNBP1	KIAA0240
DTNBP1	KIAA0408
DTNBP1	SYNE1
DTNBP1	EXOC4
DTNBP1	SYBU
DTNBP1	C10orf78
DTNBP1	DCTN1
DTNBP1	TRAF3IP1
DTNBP1	NUF2
DTNBP1	MACF1
DTNBP1	KALRN
DTNBP1	SRGAP3
DTNBP1	ZFYVE20
DTNBP1	CCNA2
DTNBP1	TRIM2
Cep63	SPTBN1
Cep63	MACF1
Cep63	CCDC14
Cep63	CCNI
Cep63	DST
Cep63	SYNE1
Cep63	EXOC4
Cep63	SPTAN1
Cep63	SMC3
Cep63	DDX26B
Cep63	CAMKK2
Cep63	NCOR2
Cep63	C14orf135
Cep63	PPP1R13B
Cep63	KIAA0182
Cep63	PPP4R1
Cep63	SNRNP70
TRAF3IP1	DMD
TRAF3IP1	CDC5L
TRAF3IP1	DST
TRAF3IP1	TAB2
TRAF3IP1	SNAP91
TRAF3IP1	OLFM1
TRAF3IP1	SMC2
TRAF3IP1	C10orf78
TRAF3IP1	SMC3
TRAF3IP1	FRMD4A
TRAF3IP1	WAC
TRAF3IP1	ABI2
TRAF3IP1	CCDC93
TRAF3IP1	IMMT
TRAF3IP1	SPTBN1
TRAF3IP1	MACF1
TRAF3IP1	GOLGA4
TRAF3IP1	TRAK1
TRAF3IP1	SMC4
TRAF3IP1	CCNA2
TRAF3IP1	EXOC1
NDEL1	CCDC88A
NDEL1	CENPF
NDEL1	CEP170
NDEL1	Cep63
NDEL1	KALRN
NDEL1	ZNF197
NDEL1	ANK2
NDEL1	FAM190A
NDEL1	SYNE1
NDEL1	LUC7L2
NDEL1	FAM190B
NDEL1	MLLT10
NDEL1	DIXDC1
NDEL1	ZNF10
NDEL1	SNX6
NDEL1	MRC2
NDEL1	ZNF17
NDEL1	ZNF211
NDEL1	ZNF230
NDEL1	ZNF91
NDEL1	C21orf45
HIPK2	SUMO1
UBE2I	HIPK2
UBE2I	HIPK2
HIPK2	CXCL1
HIPK2	CXCL1
HIPK2	TP53
CABIN1	MEF2D
MEF2D	CABIN1
CAMK4	CABIN1
CABIN1	YWHAQ
CDKN2A	NPM1
CDKN2A	HUWE1
SUMO1	HIF1A
SUMO1	EPAS1
SUMO2	HIF1A
SUMO2	EPAS1
UBC	AKT1
BRE	BRCC3
BRE	UIMC1
BRE	FAM175A
BRE	C19orf62
FAM175A	BRCC3
FAM175A	UIMC1
FAM175A	C19orf62
PSMD14	PSMD7
BRCC3	FAM175A
BRCC3	BRE
BRCC3	UIMC1
UBC	UIMC1
UBE2N	RNF8
RNF8	UBE2N
RNF8	UBC
RNF8	UBE2E2
UBE2E2	RNF8
SGK1	RICTOR
SGK1	UBC
UBC	SGK1
CUL1	RICTOR
RICTOR	CUL1
RICTOR	MAPKAP1
MAPKAP1	RICTOR
CUL1	SKP1
CUL1	RBX1
RBX1	RICTOR
RICTOR	RBX1
CUL1	RICTOR
RICTOR	CUL1
RICTOR	SGK1
CUL1	SGK1
UBC	AR
LATS1	ITCH
ITCH	LATS1
ITCH	LATS1
LATS1	UBC
FBXO11	BCL6
EGFR	SMURF2
SMURF2	EGFR
FBXO11	SKP1
FBXO11	CUL1
SMURF2	EGFR
FBXO11	BCL6
EPOR	UBC
GADD45GIP1	NFE2L2
NFE2L2	GADD45GIP1
NFE2L2	UBC
C1orf151	IMMT
C1orf151	IMMT
C1orf151	CHCHD3
C1orf151	HSPA9
C1orf151	IMMT
C1orf151	CHCHD3
C1orf151	HSPA9
C1orf151	MTX2
C1orf151	FAM82B
C1orf151	SAMM50
C1orf151	C1orf69
C1orf151	ACOT9
C1orf151	GDI1
C1orf151	DNAJC11
C1orf151	MAPK1
C1orf151	TUBGCP2
C1orf151	MTX1
C1orf151	MTHFD2
C1orf151	FECH
C1orf151	TUBG1
C1orf151	C1orf163
C1orf151	ACSL4
C1orf151	C1QBP
C1orf151	GSTK1
C1orf151	MIA3
C1orf151	RDH13
PLD1	UBC
RAC1	CAV1
RHOA	CAV1
RHOC	CAV1
CAV1	RAC1
UBC	RAC1
UBC	RAC1
EXOC1	TRIO
EXOC1	CDC5L
EXOC1	DST
EXOC1	LUC7L2
EXOC1	EXOC4
EXOC1	SYBU
FBXW7	KLF5
KLF5	FBXW7
EXOC1	SPTAN1
EXOC1	C10orf78
EXOC1	FAM190B
EXOC1	CCDC93
EXOC1	CCDC88A
EXOC1	KDM1A
EXOC1	NUF2
EXOC1	MACF1
EXOC1	SRGAP2
EXOC1	GOLGA4
EXOC1	SH3BP5
GSK3B	KLF5
KLF5	UBC
KLF5	UBC
FBXW7	KLF5
EXOC1	KIAA1731
EXOC1	C12orf35
EXOC1	KIF5A
EXOC1	TRIM9
EXOC1	KIAA1267
EXOC1	COLEC12
SH3BP5	DST
SH3BP5	SYNE1
SH3BP5	TNKS
SH3BP5	SOS1
SH3BP5	SPTBN1
TNIK	DST
TNIK	SYNE1
TNIK	TNKS
TNIK	SOS1
TNIK	SPTBN1
TNIK	MACF1
TNIK	PDE4DIP
TNIK	GOLGA4
TNIK	SRGAP3
TNIK	ANK2
TNIK	TRIM2
TNIK	DPYSL3
TNIK	HARS
TNIK	WWC1
TNIK	TIAM2
TNIK	TUBB2A
TNIK	AKAP9
TNIK	CLU
TNIK	DPYSL2
TNIK	NEFM
TNIK	AGTPBP1
TNIK	CNKSR2
TNIK	NCOR2
TNIK	DYNC1H1
TNIK	PPP1R13B
TNIK	SNX6
TNIK	KIAA0182
TNIK	ACTG1
TNIK	PAFAH1B1
TNIK	PPM1E
TNIK	SMARCE1
MAPK1	CSDA
MAPK1	YBX1
GSK3B	YBX1
GSK3B	CSDA
INCENP	BIRC5
TP53	HSPB1
TP53	HSPA4
TP53	HSPA9
TP53	HSPA5
INCENP	AURKB
INCENP	CDCA8
SPEN	CTBP1
SPEN	CTBP1
SPEN	RBBP8
CTBP1	RBBP8
PACS1	GGA3
PACS1	GGA3
GGA3	PACS1
PACS1	CSNK2A1
SP1	HIF1A
SP1	HIF1A
AATF	CHEK2
CHEK2	AATF
AATF	RELA
MAPK14	MAP2K3
MAPK14	MAP2K6
NUP153	MAPK1
NUP153	MAPK3
MAPK1	PEA15
GLIS2	CTNNB1
GLIS2	RBM9
GLIS2	CYTSA
GLIS2	CPSF1
GLIS2	GPSM2
GLIS2	U2AF2
GLIS2	WNK1
GLIS2	XAB2
GLIS2	CTNNB1
GLIS2	CTNNB1
MAPK14	ZNHIT1
TP53	ZNHIT1
TFPT	EAF2
TFPT	EAF1
TFPT	ELL
CRTC2	EP300
SPEN	RBBP8
BIRC5	XPO1
BIRC5	XPO1
BIRC5	AURKB
BIRC5	INCENP
BIRC5	CDCA8
CDCA8	XPO1
CDCA8	AURKB
CDCA8	INCENP
CDCA8	BIRC5
BIRC5	BIRC5
BIRC5	AURKB
BIRC5	INCENP
BIRC5	CDCA8
RARA	MED25
RARA	SRC
RARA	MED1
MED25	RXRA
MED25	THRA
MED25	ESR1
MED25	NR3C1
MED25	RXRA
MED25	RARA
MED25	RXRA
MED25	RARA
RARA	MED25
RIPK2	UBC
TRAF6	UBC
NOD2	RIPK2
HACE1	RAC1
HACE1	RAC1
RAC1	HACE1
NCOA3	UBC
CUL3	NCOA3
PTK2	UBC
PTK2	SOCS3
SOCS3	PTK2
TNF	RIPK1
KHDRBS1	RIPK1
FADD	CASP8
FADD	RIPK1
FADD	KHDRBS1
KHDRBS1	CASP8
KHDRBS1	RIPK1
KHDRBS1	FADD
ASB9	TCEB2
ASB9	TCEB1
ASB9	CUL5
ASB9	CKMT1B
ASB9	CKMT1A
ASB9	CKB
MYB	UBC
ASB9	TCEB2
ASB9	CKMT1B
ASB9	CKMT1A
ASB9	CKB
ASB9	UBC
ASB9	CKMT1B
ASB9	CKMT1A
ASB9	CKB
CKMT1B	UBC
CKMT1A	UBC
CKB	UBC
ASB9	CKMT1B
ASB9	CKMT1A
CKMT1B	ASB9
CKMT1A	ASB9
CKB	ASB9
MYLIP	MYLIP
MYLIP	UBC
LDLR	UBC
MYLIP	LDLR
MYLIP	UBE2D1
MYLIP	MYLIP
BAP1	ASXL1
BAP1	HIST2H2AC
ASXL1	HIST2H2AC
STUB1	ATXN3
ATXN3	UBC
ATXN3	STUB1
TRAF2	USP4
TRAF6	USP4
USP4	TRAF6
TRAF6	USP4
UBC	TRAF2
UBC	TRAF6
USP4	TRAF6
USP4	TRAF2
TRAF6	UBC
TRAF2	UBC
MED25	CREBBP
CREBBP	MED25
CREBBP	PTOV1
MED25	CREBBP
MED25	MED1
MED25	CREBBP
MED25	MED1
MED25	MED6
IFNAR2	IRF9
IFNAR2	CREBBP
IFNAR2	IFNAR2
CREBBP	IRF9
IFNAR2	STAT2
STAT1	STAT2
UBC	KCNH2
UBC	REST
ZFP36	UBC
F2R	UBC
UBC	FOXO4
FOXO4	MDM2
DDB2	DDB1
DDB2	CUL4A
DDB2	RBX1
DDB2	XRCC6
TRAF6	FOXG1
EGFR	UBC
STAM	USP8
UBE3A	ARHGEF15
USP8	STAM
USP8	STAM2
STAM	HARS
STAM	UBC
SLC40A1	UBC
ITCH	LAPTM5
UBC	LAPTM5
LAPTM5	UBC
ITCH	LAPTM5
PJA2	PRKAR2A
PJA2	PRKAR1A
PRKAR2A	PJA2
PRKAR1A	PJA2
PRKAR2A	UBC
TRAF6	UBC
TRAF6	TRAF6
MCL1	UBC
MCL1	BCL2L11
UIMC1	FAM175A
UIMC1	BRE
UIMC1	BRCC3
UIMC1	C19orf62
UIMC1	BRCA1
FAM175A	UIMC1
FAM175A	BRE
FAM175A	BRCC3
FAM175A	C19orf62
FAM175A	BRCA1
FAM175A	BARD1
BRCC3	UIMC1
BRCC3	BRE
BRCC3	FAM175A
BRCC3	C19orf62
C19orf62	UIMC1
C19orf62	BRE
C19orf62	FAM175A
C19orf62	BRCC3
BRE	UIMC1
BRE	FAM175A
BRE	C19orf62
BRE	BRCC3
C19orf62	UIMC1
C19orf62	BRE
C19orf62	BRCC3
BRE	C19orf62
BRE	FAM175A
BRE	BRCC3
C19orf62	FAM175A
FAM175A	BRE
FAM175A	UIMC1
FAM175A	C19orf62
FAM175A	BRCC3
UIMC1	BRE
UIMC1	C19orf62
UIMC1	BRCC3
UIMC1	FAM175A
BRE	FAM175A
BRCC3	FAM175A
FAM175A	BRCC3
C19orf62	BRE
BRE	UIMC1
BRCA1	UIMC1
UIMC1	C19orf62
UIMC1	FAM175A
UIMC1	BRE
UIMC1	BRCC3
TNFAIP3	IRF7
IRF7	TNFAIP3
IRF7	UBC
BRCA1	ESR1
ESR1	BRCA1
ESR1	EP300
BRCA1	EP300
EP300	ESR1
ESR1	UBC
IRF7	UBC
IRF7	TRIM21
UBC	IRF7
CBL	SPRY2
CBL	EGFR
MAPK8	PIAS2
MAPK8	PIAS2
CHUK	IKBKG
IKBKB	IKBKG
PIAS2	MAPK8
PIAS2	MAPK8
TRAF2	UBC
SYVN1	UBC
SYVN1	TP53
SYVN1	HSPA5
SYVN1	SEL1L
TP53	SYVN1
TP53	UBC
MDM2	TP53
HNRNPD	HSPB1
HNRNPD	HSPB2
HNRNPD	HSPB1
HNRNPD	HSPB2
HNRNPD	HSPB1
HNRNPD	HSPB2
HNRNPD	HNRNPD
HSPB1	TNF
HSPB2	TNF
USP12	HIST2H2AC
USP46	HIST2H2AC
USP12	WDR48
USP46	WDR48
USP12	DMWD
USP12	WDR20
USP12	WDR26
USP12	WDR77
USP46	DMWD
USP46	WDR20
USP46	WDR26
USP46	WDR77
IGBP1	MID1
IGBP1	PPP2CA
USP12	HIST2H2BE
USP46	HIST2H2BE
UBC	PPP2CA
UBXN1	BRCA1
RBBP8	BARD1
UBXN1	BARD1
RBBP8	BRCA1
UBXN1	BRCA1
UBXN1	BARD1
BRCA1	BRCA1
BRCA1	BARD1
BRCA1	UBC
UBXN1	UBC
PDGFRA	UBC
FGFR2	UBC
BRCA1	UBC
UBXN1	UBC
PDGFRA	GRB2
EGFR	GRB2
CBL	SPRY2
FGFR2	FRS2
SCNN1A	HGS
HGS	SCNN1A
NEDD4	HGS
UBC	HGS
UBC	SCNN1A
ANXA1	SUMO1
UBE2I	ANXA1
ANXA1	UBC
STRAP	GSK3B
GSK3B	STRAP
STRAP	AXIN1
GSK3B	AXIN1
AXIN1	GSK3B
NOTCH3	GSK3B
GSK3B	NOTCH3
NOTCH3	STRAP
STRAP	NOTCH3
UBC	NOTCH3
EIF3B	EIF3E
EIF3B	EIF3F
EIF3B	EIF3H
EIF3B	EIF3K
EIF3B	EIF3L
EIF3B	EIF3M
EIF3E	EIF3B
EIF3F	EIF3B
EIF3H	EIF3B
EIF3K	EIF3B
EIF3L	EIF3B
EIF3M	EIF3B
CDK7	POLR2A
CDK9	POLR2A
TAF7	CDK7
TAF7	CDK9
CCNT1	TAF7
MAP3K7	HSP90AA1
MAP3K7	CDC37
MAP3K7	TAB1
MAP3K7	TAB2
MAP3K7	IRAK1
PSMC5	CIITA
PSMC5	CIITA
PSMC2	CIITA
PSMC3	CIITA
RBBP6	HSPA4
RBBP6	HSPA4
IKBKG	IKBKB
TNF	TRADD
TNF	RIPK1
TNF	TNFAIP3
TNF	TNFRSF1A
IKBKG	RIPK1
IKBKG	TNFAIP3
TNFAIP3	UBC
IKBKG	TNFAIP3
ID2	UBC
ID2	USP1
USP1	ID2
ADRB2	VHL
ADRB2	CUL2
ADRB2	TCEB1
ADRB2	EGLN3
EGLN3	ADRB2
ADRB2	EGLN3
VprBP	VprBP
VprBP	CCNO
SDCBP	UBC
TP53	OTUB1
OTUB1	TP53
TP53	OTUB1
UBC	TP53
TP53	UBC
MDM2	TP53
OTUB1	UBE2D1
TINF2	SIAH2
SIAH2	TINF2
TINF2	UBC
SIAH2	TINF2
SIAH2	TINF2
TRAF6	IRF7
IRF7	UBC
SYVN1	HERPUD1
HERPUD1	SYVN1
SYVN1	SYVN1
SYVN1	HERPUD1
SYVN1	PSMD2
PSMD2	HERPUD1
INPPL1	EGFR
INPPL1	MET
EGFR	CBL
NOS1	UBC
STUB1	NOS1
GFAP	UBC
OPRM1	UBC
MTOR	AKT1
EIF3B	MTOR
EIF3B	RPTOR
RPTOR	MTOR
RPTOR	EIF3B
MTOR	RICTOR
NDRG2	ATP1B1
ZFP91	MAP3K14
